Id,Label,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality
6,,37,276,75,351,276,75,351,8,0.286331,0.303478,3049814.048385,0.042076,0.217815
5694,,24,3,1,4,3,1,4,9,0.211369,0.217147,22795.171101,0,0.005413
209,,24,155,83,238,155,83,238,7,0.305731,0.324789,3424513.87574,0.037034,0.125681
992,,3,10,9,19,10,9,19,8,0.262069,0.273974,110254.357698,0.186813,0.009722
7681,,3,8,53,61,8,53,61,7,0.31261,0.331852,119669.427871,0.154221,0.013848
369,,3,241,312,553,241,312,553,7,0.329402,0.357609,8772365.411872,0.022921,0.176116
12407,,3,21,11,32,21,11,32,8,0.258163,0.270293,35964.746981,0.166667,0.020876
963,,1,32,27,59,32,27,59,8,0.296491,0.31304,355532.773944,0.155219,0.054297
6542,,3,2,1,3,2,1,3,8,0.251375,0.261439,18826,0,0.005245
440,,1,236,117,353,236,117,353,8,0.29901,0.319033,3842237.53898,0.03689,0.196749
4040,,3,2,8,10,2,8,10,8,0.252126,0.263527,33827.987478,0.188889,0.005358
4236,,3,13,7,20,13,7,20,8,0.250299,0.259409,143165.10503,0.075163,0.017198
1655,,3,39,30,69,39,30,69,8,0.289204,0.305041,310205.548098,0.082496,0.035239
13351,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
34,,3,374,160,534,374,160,534,7,0.309801,0.333148,7743439.614745,0.027556,0.282559
10126,,3,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
2736,,3,17,17,34,17,17,34,8,0.276029,0.290294,78625.733661,0.205665,0.032102
857,,3,36,37,73,36,37,73,8,0.285654,0.301038,322777.831274,0.091587,0.050218
157,,1,442,48,490,442,48,490,8,0.291293,0.308081,2816788.427036,0.035456,0.382816
602,,3,51,22,73,51,22,73,8,0.278314,0.29237,524326.330407,0.069444,0.041527
4785,,3,10,7,17,10,7,17,9,0.237468,0.246333,158562.27202,0.070833,0.009395
3642,,3,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
14056,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
10629,,3,16,8,24,16,8,24,8,0.275415,0.287547,133893.820381,0.064935,0.011077
10840,,1,7,8,15,7,8,15,8,0.265166,0.276501,3852.667256,0.157143,0.008362
1181,,1,215,58,273,215,58,273,8,0.303547,0.322083,1765008.285481,0.062513,0.18829
4133,,3,10,8,18,10,8,18,8,0.262387,0.274995,2275.516517,0.384615,0.012253
451,,3,296,140,436,296,140,436,8,0.306722,0.327535,7330189.463893,0.015966,0.160034
4961,,3,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
156,,1,457,209,666,457,209,666,7,0.336029,0.362217,10387910.396817,0.034315,0.38359
69,,4,211,78,289,211,78,289,7,0.310327,0.329033,6750647.885847,0.016891,0.146708
1767,,3,1,2,3,1,2,3,8,0.252082,0.262234,26130.112172,0,0.005077
14970,,3,1,2,3,1,2,3,8,0.267955,0.279933,0,1,0.005077
14532,,1,2,5,7,2,5,7,8,0.256705,0.267444,3599.340119,0.033333,0.005693
15429,,3,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
15723,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
1896,,1,71,15,86,71,15,86,8,0.286423,0.299931,273574.600627,0.129231,0.069588
15799,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
16009,,3,2,0,2,2,0,2,0,0,0,0,1,0.006624
861,,1,177,0,177,177,0,177,0,0,0,0,0.019453,0.082757
3684,,3,49,39,88,49,39,88,8,0.274443,0.289196,168767.779094,0.1237,0.054934
916,,3,152,99,251,152,99,251,7,0.30592,0.324757,2567960.54923,0.037423,0.117667
42,,1,816,0,816,816,0,816,0,0,0,0,0.01882,0.54545
15195,,1,4,0,4,4,0,4,0,0,0,0,0.333333,0.011589
16632,,1,7,6,13,7,6,13,8,0.272367,0.285021,12319.568562,0.262821,0.00779
74,,1,282,59,341,282,59,341,8,0.304214,0.322574,2497056.474787,0.048747,0.270083
164,,3,288,93,381,288,93,381,7,0.313992,0.333718,5038983.169061,0.032856,0.222071
3803,,3,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005922
4103,,3,6,4,10,6,4,10,8,0.252956,0.263183,36446.746927,0.111111,0.006142
57,,24,717,426,1143,717,426,1143,7,0.346863,0.377665,21792424.157276,0.008856,0.31478
15184,,3,3,7,10,3,7,10,8,0.25968,0.271522,383.390306,0.517857,0.005624
142,,1,169,57,226,169,57,226,8,0.292747,0.310695,1642507.85977,0.049605,0.191082
16815,,3,13,27,40,13,27,40,7,0.310763,0.328256,97609.453544,0.174925,0.018704
1822,,1,33,44,77,33,44,77,7,0.310881,0.328924,447430.433658,0.132192,0.060217
16918,,3,2,2,4,2,2,4,8,0.251385,0.261483,0,1,0.005328
372,,3,151,106,257,151,106,257,8,0.301592,0.320993,1948309.779795,0.049449,0.141817
18109,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
6983,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
315,,1,154,0,154,154,0,154,0,0,0,0,0.060267,0.148041
535,,1,30,20,50,30,20,50,8,0.279874,0.294054,208481.407674,0.074468,0.021064
18810,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
1711,,1,20,17,37,20,17,37,7,0.273201,0.285888,304827.671853,0.047379,0.028425
19199,,3,2,0,2,2,0,2,0,0,0,0,1,0.005479
19333,,3,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19402,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
20088,,3,2,2,4,2,2,4,8,0.251604,0.261733,0,1,0.005945
97,,1,581,10,591,581,10,591,8,0.261989,0.272942,1353442.6029,0.030144,0.432495
18346,,3,6,5,11,6,5,11,8,0.252167,0.262414,51290.310103,0.375,0.00706
11754,,3,1,2,3,1,2,3,8,0.25156,0.26169,6.896361,0,0.005077
17173,,3,3,3,6,3,3,6,8,0.264002,0.27572,32107.650857,0.416667,0.005548
1089,,1,42,31,73,42,31,73,8,0.293112,0.308618,309550.23402,0.093849,0.040505
16861,,3,6,4,10,6,4,10,8,0.25216,0.262378,28132.075429,0.309524,0.009119
10046,,3,4,7,11,4,7,11,8,0.251644,0.261928,9983.21878,0.236111,0.005786
418,,37,152,89,241,152,89,241,7,0.29222,0.309516,2844813.003167,0.042517,0.142806
87,,1,229,169,398,229,169,398,7,0.342303,0.367116,9873160.226734,0.049994,0.217964
323,,37,156,88,244,156,88,244,7,0.300126,0.31875,3264186.680153,0.037204,0.116991
21393,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
158,,1,442,9,451,442,9,451,8,0.264622,0.276451,997795.588868,0.031506,0.346723
2382,,3,34,32,66,34,32,66,8,0.288115,0.303099,401800.350786,0.048485,0.024064
21922,,3,3,0,3,3,0,3,0,0,0,0,1,0.006196
19096,,3,3,5,8,3,5,8,8,0.25219,0.262439,6282.590033,0.366667,0.006113
14919,,3,1,3,4,1,3,4,8,0.255906,0.266966,377.741408,0.5,0.005077
22587,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
22707,,37,1,2,3,1,2,3,8,0.251479,0.261622,5612.79128,0,0.005077
2599,,1,11,18,29,11,18,29,8,0.272651,0.285501,102979.037593,0.136667,0.011621
17013,,1,70,41,111,70,41,111,8,0.299044,0.316218,658979.802841,0.110603,0.090716
821,,3,12,15,27,12,15,27,8,0.270995,0.283953,345138.702968,0.054348,0.012212
21265,,3,24,8,32,24,8,32,8,0.261818,0.273829,162470.457944,0.076355,0.022606
2418,,1,16,6,22,16,6,22,8,0.229513,0.236709,162842.364796,0.022876,0.011674
4146,,1,11,0,11,11,0,11,0,0,0,0,0.154545,0.021562
23328,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
23381,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
16892,,3,8,9,17,8,9,17,8,0.25219,0.262538,32641.347288,0.164835,0.00771
23686,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
16678,,3,10,9,19,10,9,19,8,0.252522,0.262926,26103.194054,0.261905,0.007337
24213,,3,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19809,,3,7,6,13,7,6,13,8,0.252248,0.262512,27763.356177,0.255556,0.0071
22696,,3,4,5,9,4,5,9,8,0.25216,0.262396,1517.478489,0.285714,0.006393
1649,,1,59,9,68,59,9,68,8,0.272083,0.285023,193049.8063,0.146875,0.100764
17953,,3,5,4,9,5,4,9,8,0.252167,0.262392,14565.550599,0.392857,0.006048
23080,,3,4,4,8,4,4,8,8,0.25216,0.262374,16465.65651,0.214286,0.005964
14654,,3,73,40,113,73,40,113,8,0.292693,0.308871,671688.692736,0.084502,0.071338
24836,,3,3,3,6,3,3,6,8,0.25215,0.262334,24858.091214,0.3,0.005513
20029,,3,8,9,17,8,9,17,8,0.2522,0.262573,99553.928031,0.126374,0.007169
20296,,3,5,5,10,5,5,10,8,0.251496,0.261692,11193.131067,0.339286,0.006047
25689,,3,3,2,5,3,2,5,8,0.241604,0.249908,24022.314969,0.15,0.006216
20215,,3,1,3,4,1,3,4,8,0.252146,0.262325,0,0.666667,0.005077
225,,1,592,507,1099,592,507,1099,7,0.373962,0.407184,36925284.259688,0.018248,0.393312
22203,,3,2,5,7,2,5,7,8,0.252167,0.262409,19.302702,0.65,0.005335
25785,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
25927,,3,7,8,15,7,8,15,8,0.251439,0.261718,56968.165382,0.303571,0.006405
16641,,3,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005415
26144,,3,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26107,,3,4,4,8,4,4,8,8,0.252156,0.262369,51981.878177,0.3,0.006383
7155,,3,1,1,2,1,1,2,8,0.221261,0.228204,0,0.5,0.005077
26330,,3,1,2,3,1,2,3,9,0.221691,0.228495,0,0.833333,0.005077
25168,,3,1,4,5,1,4,5,8,0.25243,0.262656,12986.5,0.416667,0.005077
1528,,1,127,7,134,127,7,134,8,0.232279,0.239808,408387.109102,0.061715,0.136213
4346,,1,7,31,38,7,31,38,8,0.281599,0.296413,212404.329608,0.064171,0.007152
1067,,3,134,70,204,134,70,204,7,0.31489,0.334015,2982621.775627,0.04478,0.103142
20968,,3,5,2,7,5,2,7,9,0.219415,0.225675,20343.305603,0.309524,0.007134
4360,,3,15,21,36,15,21,36,8,0.275419,0.289084,91131.990713,0.141129,0.013071
19619,,3,4,3,7,4,3,7,8,0.25215,0.262334,13161.372875,0.35,0.006371
16327,,3,4,3,7,4,3,7,8,0.255514,0.266465,224.359081,0.466667,0.006417
27325,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
751,,1,116,110,226,116,110,226,7,0.309333,0.328708,2919280.493464,0.037803,0.118623
6449,,1,28,24,52,28,24,52,8,0.288534,0.303782,268401.157376,0.099734,0.029019
1173,,3,46,27,73,46,27,73,8,0.290448,0.30541,390392.700576,0.106832,0.057437
15337,,1,12,9,21,12,9,21,8,0.280499,0.293176,132911.510709,0.115789,0.023676
28334,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
26598,,3,3,3,6,3,3,6,8,0.25215,0.262334,3560.48508,0.55,0.005692
25899,,3,2,3,5,2,3,5,8,0.25216,0.262356,8735.052751,0.666667,0.005945
11288,,3,198,135,333,198,135,333,7,0.312579,0.335508,4395106.961506,0.039582,0.159269
27858,,3,3,3,6,3,3,6,8,0.252153,0.262343,25974,0.666667,0.006118
23550,,3,3,3,6,3,3,6,8,0.252153,0.262338,43.831324,0.5,0.006118
6609,,3,11,9,20,11,9,20,8,0.278433,0.291467,146727.30749,0.099415,0.012184
24984,,3,6,7,13,6,7,13,8,0.257876,0.268606,13236.648631,0.204545,0.006203
26968,,3,4,4,8,4,4,8,8,0.251483,0.261644,33899.979435,0.357143,0.005868
30071,,3,7,0,7,7,0,7,0,0,0,0,0.309524,0.00886
30082,,3,2,0,2,2,0,2,0,0,0,0,1,0.005945
395,,1,282,16,298,282,16,298,7,0.30416,0.320303,2089939.583591,0.052444,0.290801
14165,,3,31,17,48,31,17,48,8,0.2806,0.294184,288729.576644,0.141536,0.051443
30420,,3,2,0,2,2,0,2,0,0,0,0,1,0.005332
3142,,1,40,92,132,40,92,132,7,0.308886,0.329732,704465.649905,0.093762,0.038874
30604,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
145,,1,166,328,494,166,328,494,7,0.356844,0.385308,7663225.730216,0.045497,0.182253
7,,37,178,88,266,178,88,266,7,0.299896,0.318872,4520059.983963,0.022354,0.11016
16183,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
21004,,3,6,5,11,6,5,11,8,0.252386,0.26267,54966.662465,0.25,0.006719
11296,,3,33,13,46,33,13,46,8,0.259805,0.271852,273695.198072,0.074332,0.039322
120,,1,121,41,162,121,41,162,8,0.29506,0.311871,753186.144676,0.085979,0.149665
30894,,3,2,2,4,2,2,4,8,0.251456,0.261542,1.4584,0.666667,0.005328
26629,,3,1,6,7,1,6,7,8,0.25217,0.262436,22877.734332,0.333333,0.005077
27241,,3,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26027,,3,1,2,3,1,2,3,8,0.253395,0.263931,0,1,0.005077
32862,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
26867,,3,15,13,28,15,13,28,8,0.251937,0.262893,166847.628879,0.112648,0.015821
16470,,3,3,4,7,3,4,7,8,0.251426,0.261589,4959.055742,0.5,0.008367
25647,,3,1,2,3,1,2,3,8,0.251389,0.261488,14484.922772,0.5,0.005077
2549,,3,36,37,73,36,37,73,8,0.276938,0.292712,482280.226346,0.070673,0.035753
25804,,3,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
13244,,3,7,9,16,7,9,16,8,0.266518,0.279232,37504.304661,0.269231,0.010755
27257,,3,3,1,4,3,1,4,8,0.251375,0.261439,0,0.666667,0.006195
24833,,3,24,6,30,24,6,30,8,0.252617,0.262913,60100.635148,0.093846,0.009669
33887,,3,2,0,2,2,0,2,0,0,0,0,1,0.005945
33401,,3,3,2,5,3,2,5,8,0.251379,0.261466,463.841258,0.25,0.005428
32833,,3,3,1,4,3,1,4,8,0.251375,0.261439,0,1,0.006196
21269,,24,3,1,4,3,1,4,9,0.21976,0.22636,1394.853528,0.333333,0.010785
7259,,3,55,30,85,55,30,85,7,0.29345,0.309064,472372.101001,0.124685,0.065111
34511,,3,1,0,1,1,0,1,0,0,0,0,0,0.005077
408,,3,88,55,143,88,55,143,7,0.293702,0.312025,1490091.11043,0.05668,0.059761
25742,,3,2,3,5,2,3,5,8,0.251392,0.261519,25978.436045,0.5,0.005367
20573,,3,2,4,6,2,4,6,8,0.25476,0.265275,2907.992908,0.2,0.005407
34871,,3,2,0,2,2,0,2,0,0,0,0,1,0.00531
752,,1,23,0,23,23,0,23,0,0,0,0,0.106719,0.035401
34917,,3,111,75,186,111,75,186,7,0.301221,0.319055,2285759.94524,0.018486,0.062472
26400,,3,2,2,4,2,2,4,8,0.251382,0.261475,12986.5,0.5,0.005255
15670,,3,7,7,14,7,7,14,8,0.256979,0.268388,2888.92778,0.340909,0.011367
18386,,3,1,0,1,1,0,1,0,0,0,0,0,0.000251
19052,,3,1,0,1,1,0,1,0,0,0,0,0,0.000251
2,,1,2,19,21,2,19,21,8,0.28117,0.294744,10395.821989,0.147619,0.002046
475,,1,34,44,78,34,44,78,8,0.287437,0.303091,306289.240246,0.064588,0.018989
23,,1,276,116,392,276,116,392,7,0.328116,0.349785,3338250.252091,0.051182,0.214415
36,,1,953,4,957,953,4,957,8,0.25009,0.258688,2615131.036263,0.014685,0.580925
7180,,41,595,29,624,595,29,624,8,0.227772,0.236403,6032646.891384,0.002161,0.133762
2910,,1,27,2,29,27,2,29,8,0.25851,0.269748,31331.841171,0.167488,0.048259
10607,,1,3,0,3,3,0,3,0,0,0,0,0.166667,0.002603
380,,1,162,62,224,162,62,224,8,0.297226,0.314779,1760036.478326,0.052907,0.137015
770,,1,41,20,61,41,20,61,7,0.301815,0.317756,330414.003333,0.073064,0.05423
1516,,1,14,2,16,14,2,16,10,0.173055,0.176243,1055.802701,0.029167,0.009621
11951,,24,3,0,3,3,0,3,0,0,0,0,0,0.001344
288,,1,148,16,164,148,16,164,8,0.296739,0.312603,554296.138448,0.073248,0.159034
485,,1,77,143,220,77,143,220,7,0.324368,0.345949,2098934.994496,0.046563,0.057745
1275,,1,140,62,202,140,62,202,8,0.294308,0.312722,2031498.162592,0.052556,0.145483
596,,1,44,36,80,44,36,80,8,0.287833,0.303834,504157.090516,0.125961,0.053838
9110,,1,2,0,2,2,0,2,0,0,0,0,0,0.000456
201,,37,4,1,5,4,1,5,9,0.21495,0.221357,332.09936,0.2,0.00441
219,,37,5,4,9,5,4,9,8,0.230988,0.239351,1527.896521,0.178571,0.004523
220,,37,2,1,3,2,1,3,8,0.228929,0.236634,18826,0,0.003168
221,,37,1,3,4,1,3,4,8,0.230175,0.238335,102.105408,0.333333,0.003
268,,37,2,9,11,2,9,11,8,0.246079,0.256001,31607.48259,0.233333,0.003231
652,,37,1,0,1,1,0,1,0,0,0,0,0,0.003
851,,37,76,36,112,76,36,112,8,0.267445,0.280909,1210445.560805,0.024325,0.04446
2500,,37,10,13,23,10,13,23,8,0.237927,0.247436,285945.206759,0.038012,0.006206
2596,,37,9,1,10,9,1,10,9,0.22397,0.230989,1124.573753,0.277778,0.006085
1104,,37,7,4,11,7,4,11,8,0.233183,0.241355,19259.965858,0.277778,0.005274
2060,,37,6,16,22,6,16,22,8,0.274916,0.287501,75617.254491,0.131579,0.004248
715,,1,8,10,18,8,10,18,8,0.258149,0.269765,38162.252249,0.136029,0.008775
5140,,37,7,0,7,7,0,7,0,0,0,0,0.261905,0.005731
387,,37,27,4,31,27,4,31,8,0.23115,0.239421,40001.611614,0.116809,0.009513
5783,,1,10,6,16,10,6,16,8,0.244786,0.254009,6406.526338,0.095238,0.011915
6146,,37,1,0,1,1,0,1,0,0,0,0,0,0.003
6394,,37,3,7,10,3,7,10,8,0.24197,0.250238,4071.35041,0.444444,0.003661
6925,,37,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
6926,,37,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
2539,,1,3,1,4,3,1,4,8,0.228929,0.236634,0,0.833333,0.008996
6927,,37,2,1,3,2,1,3,8,0.228929,0.236634,1141.457295,0,0.003178
1628,,37,30,22,52,30,22,52,8,0.286737,0.300709,192646.94186,0.106272,0.015996
7019,,37,1,2,3,1,2,3,8,0.230172,0.238308,102.105408,0,0.003
1150,,37,13,4,17,13,4,17,8,0.228943,0.236731,53291.799413,0.195238,0.00748
5817,,37,1,3,4,1,3,4,8,0.232039,0.239788,0,0.833333,0.003
7245,,37,1,0,1,1,0,1,0,0,0,0,0,0.003
7444,,37,1,2,3,1,2,3,8,0.228932,0.23666,0,1,0.003
2637,,1,28,13,41,28,13,41,8,0.26981,0.282866,262597.635,0.111538,0.033699
121,,1,395,1,396,395,1,396,8,0.248246,0.257455,1285110.757562,0.02806,0.299122
6853,,37,3,1,4,3,1,4,9,0.187753,0.192034,55.384399,0.5,0.004404
3344,,37,8,4,12,8,4,12,8,0.231329,0.239635,1820.536336,0.218182,0.006394
4494,,37,8,8,16,8,8,16,8,0.265274,0.277119,86951.36213,0.181319,0.004724
2483,,37,1,5,6,1,5,6,8,0.230784,0.239128,26076.105408,0.4,0.003
2133,,37,34,20,54,34,20,54,7,0.298522,0.313816,315897.860805,0.080303,0.018559
216,,37,29,24,53,29,24,53,8,0.266635,0.279769,295182.720128,0.098551,0.042072
1401,,37,25,23,48,25,23,48,7,0.299844,0.316383,617697.701915,0.063063,0.009854
6735,,37,2,3,5,2,3,5,8,0.2297,0.237622,29.350909,0.416667,0.003168
197,,37,23,15,38,23,15,38,8,0.269262,0.281573,67598.810323,0.135484,0.009068
6056,,37,9,5,14,9,5,14,8,0.229711,0.237692,93362.931311,0.133333,0.005436
1784,,1,255,109,364,255,109,364,8,0.308098,0.327799,3405940.805265,0.048461,0.197703
5012,,37,20,13,33,20,13,33,8,0.248099,0.257959,77210.476908,0.150769,0.013064
12826,,37,54,1,55,54,1,55,9,0.202007,0.206974,155560.310392,0.055219,0.017736
13137,,1,3,0,3,3,0,3,0,0,0,0,0.166667,0.003642
2607,,37,5,8,13,5,8,13,8,0.241923,0.250808,20323.310313,0.145455,0.00533
13668,,37,1,0,1,1,0,1,0,0,0,0,0,0.003
