Id,Label,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality
657,,95,99,171,270,99,171,270,7,0.340348,0.365417,4278419.524602,0.075962,0.102997
765,,9,168,97,265,168,97,265,8,0.303689,0.323552,3006749.275716,0.042497,0.131478
195,,20,198,77,275,198,77,275,7,0.312719,0.33246,3944191.0757,0.048263,0.158433
55,,5,757,40,797,757,40,797,8,0.292248,0.308426,4568813.43635,0.01862,0.468273
6416,,6,3,3,6,3,3,6,8,0.251392,0.261514,25796.686993,0.25,0.005448
3,,19,293,110,403,293,110,403,7,0.296893,0.315278,6004690.2766,0.02415,0.18796
205,,2,73,55,128,73,55,128,7,0.313229,0.332214,1509964.606249,0.057662,0.052483
9101,,24,6,0,6,6,0,6,0,0,0,0,0.166667,0.007088
3316,,22,129,14,143,129,14,143,8,0.273725,0.286288,524143.553246,0.066625,0.144237
9411,,6,10,6,16,10,6,16,8,0.258407,0.269657,23639.028627,0.066667,0.012762
683,,97,92,54,146,92,54,146,8,0.289399,0.306342,1525299.825954,0.051599,0.087325
9514,,6,1,2,3,1,2,3,8,0.251873,0.262016,0,1,0.005077
8836,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
9818,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
182,,2,99,69,168,99,69,168,8,0.310015,0.330514,1446106.71059,0.063228,0.081509
10030,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
166,,86,879,3,882,879,3,882,9,0.218247,0.224008,2487609.941393,0.017527,0.586556
2931,,6,27,0,27,27,0,27,0,0,0,0,0.07265,0.022256
362,,123,478,63,541,478,63,541,7,0.315528,0.334601,5445615.448042,0.027844,0.35469
190,,64,661,6,667,661,6,667,8,0.264544,0.276416,1298521.24278,0.025095,0.462987
3229,,6,10,20,30,10,20,30,8,0.275774,0.290147,49155.266202,0.173846,0.009527
1243,,27,19,12,31,19,12,31,8,0.272497,0.285055,132227.082107,0.094017,0.018082
5169,,67,2,1,3,2,1,3,8,0.23322,0.240588,1024.897049,0.5,0.005509
2901,,1,9,5,14,9,5,14,8,0.228913,0.236616,167090.346478,0.081818,0.007314
136,,22,9,8,17,9,8,17,8,0.265088,0.276546,61106.673565,0.142857,0.009348
2284,,20,2,3,5,2,3,5,8,0.230926,0.239034,45680.020175,0.1,0.005245
317,,88,190,117,307,190,117,307,7,0.308684,0.328341,6241859.718708,0.026731,0.141504
15,,48,234,5,239,234,5,239,9,0.216982,0.223544,664956.132268,0.039765,0.197037
6205,,6,70,49,119,70,49,119,8,0.292475,0.31092,1131136.509518,0.068081,0.075275
700,,2,6,7,13,6,7,13,8,0.278549,0.293382,42166.213741,0.344444,0.011377
882,,7,11,37,48,11,37,48,7,0.308527,0.326756,152978.984789,0.158537,0.01992
973,,72,34,40,74,34,40,74,8,0.291903,0.30923,488887.867895,0.10113,0.034894
4628,,72,22,18,40,22,18,40,8,0.259594,0.272016,192759.087066,0.113191,0.028689
11926,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
797,,8,101,73,174,101,73,174,7,0.290278,0.307794,2045229.278988,0.038255,0.088998
6,,24,276,75,351,276,75,351,8,0.286331,0.303478,3049814.048385,0.042076,0.217815
5694,,38,3,1,4,3,1,4,9,0.211369,0.217147,22795.171101,0,0.005413
209,,85,155,83,238,155,83,238,7,0.305731,0.324789,3424513.87574,0.037034,0.125681
992,,2,10,9,19,10,9,19,8,0.262069,0.273974,110254.357698,0.186813,0.009722
7681,,2,8,53,61,8,53,61,7,0.31261,0.331852,119669.427871,0.154221,0.013848
369,,123,241,312,553,241,312,553,7,0.329402,0.357609,8772365.411872,0.022921,0.176116
12407,,123,21,11,32,21,11,32,8,0.258163,0.270293,35964.746981,0.166667,0.020876
963,,23,32,27,59,32,27,59,8,0.296491,0.31304,355532.773944,0.155219,0.054297
6542,,6,2,1,3,2,1,3,8,0.251375,0.261439,18826,0,0.005245
440,,91,236,117,353,236,117,353,8,0.29901,0.319033,3842237.53898,0.03689,0.196749
4040,,2,2,8,10,2,8,10,8,0.252126,0.263527,33827.987478,0.188889,0.005358
4236,,37,13,7,20,13,7,20,8,0.250299,0.259409,143165.10503,0.075163,0.017198
1655,,123,39,30,69,39,30,69,8,0.289204,0.305041,310205.548098,0.082496,0.035239
13351,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
34,,9,374,160,534,374,160,534,7,0.309801,0.333148,7743439.614745,0.027556,0.282559
10126,,6,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
2736,,3,17,17,34,17,17,34,8,0.276029,0.290294,78625.733661,0.205665,0.032102
857,,123,36,37,73,36,37,73,8,0.285654,0.301038,322777.831274,0.091587,0.050218
157,,80,442,48,490,442,48,490,8,0.291293,0.308081,2816788.427036,0.035456,0.382816
602,,72,51,22,73,51,22,73,8,0.278314,0.29237,524326.330407,0.069444,0.041527
4785,,50,10,7,17,10,7,17,9,0.237468,0.246333,158562.27202,0.070833,0.009395
3642,,6,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
14056,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
10629,,28,16,8,24,16,8,24,8,0.275415,0.287547,133893.820381,0.064935,0.011077
10840,,115,7,8,15,7,8,15,8,0.265166,0.276501,3852.667256,0.157143,0.008362
1181,,121,215,58,273,215,58,273,8,0.303547,0.322083,1765008.285481,0.062513,0.18829
4133,,6,10,8,18,10,8,18,8,0.262387,0.274995,2275.516517,0.384615,0.012253
451,,10,296,140,436,296,140,436,8,0.306722,0.327535,7330189.463893,0.015966,0.160034
4961,,6,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
156,,53,457,209,666,457,209,666,7,0.336029,0.362217,10387910.396817,0.034315,0.38359
69,,66,211,78,289,211,78,289,7,0.310327,0.329033,6750647.885847,0.016891,0.146708
1767,,32,1,2,3,1,2,3,8,0.252082,0.262234,26130.112172,0,0.005077
14970,,6,1,2,3,1,2,3,8,0.267955,0.279933,0,1,0.005077
14532,,30,2,5,7,2,5,7,8,0.256705,0.267444,3599.340119,0.033333,0.005693
15429,,6,1,2,3,1,2,3,8,0.251379,0.261466,0,1,0.005077
15723,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
1896,,35,71,15,86,71,15,86,8,0.286423,0.299931,273574.600627,0.129231,0.069588
15799,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
16009,,95,2,0,2,2,0,2,0,0,0,0,1,0.006624
861,,106,177,0,177,177,0,177,0,0,0,0,0.019453,0.082757
3684,,123,49,39,88,49,39,88,8,0.274443,0.289196,168767.779094,0.1237,0.054934
916,,39,152,99,251,152,99,251,7,0.30592,0.324757,2567960.54923,0.037423,0.117667
42,,276,816,0,816,816,0,816,0,0,0,0,0.01882,0.54545
15195,,55,4,0,4,4,0,4,0,0,0,0,0.333333,0.011589
16632,,95,7,6,13,7,6,13,8,0.272367,0.285021,12319.568562,0.262821,0.00779
74,,27,282,59,341,282,59,341,8,0.304214,0.322574,2497056.474787,0.048747,0.270083
164,,56,288,93,381,288,93,381,7,0.313992,0.333718,5038983.169061,0.032856,0.222071
3803,,23,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005922
4103,,88,6,4,10,6,4,10,8,0.252956,0.263183,36446.746927,0.111111,0.006142
57,,38,717,426,1143,717,426,1143,7,0.346863,0.377665,21792424.157276,0.008856,0.31478
15184,,6,3,7,10,3,7,10,8,0.25968,0.271522,383.390306,0.517857,0.005624
142,,11,169,57,226,169,57,226,8,0.292747,0.310695,1642507.85977,0.049605,0.191082
16815,,6,13,27,40,13,27,40,7,0.310763,0.328256,97609.453544,0.174925,0.018704
1822,,64,33,44,77,33,44,77,7,0.310881,0.328924,447430.433658,0.132192,0.060217
16918,,6,2,2,4,2,2,4,8,0.251385,0.261483,0,1,0.005328
372,,123,151,106,257,151,106,257,8,0.301592,0.320993,1948309.779795,0.049449,0.141817
18109,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
6983,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
315,,32,154,0,154,154,0,154,0,0,0,0,0.060267,0.148041
535,,68,30,20,50,30,20,50,8,0.279874,0.294054,208481.407674,0.074468,0.021064
18810,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
1711,,65,20,17,37,20,17,37,7,0.273201,0.285888,304827.671853,0.047379,0.028425
19199,,6,2,0,2,2,0,2,0,0,0,0,1,0.005479
19333,,6,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19402,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
20088,,6,2,2,4,2,2,4,8,0.251604,0.261733,0,1,0.005945
97,,12,581,10,591,581,10,591,8,0.261989,0.272942,1353442.6029,0.030144,0.432495
18346,,6,6,5,11,6,5,11,8,0.252167,0.262414,51290.310103,0.375,0.00706
11754,,17,1,2,3,1,2,3,8,0.25156,0.26169,6.896361,0,0.005077
17173,,6,3,3,6,3,3,6,8,0.264002,0.27572,32107.650857,0.416667,0.005548
1089,,104,42,31,73,42,31,73,8,0.293112,0.308618,309550.23402,0.093849,0.040505
16861,,6,6,4,10,6,4,10,8,0.25216,0.262378,28132.075429,0.309524,0.009119
10046,,6,4,7,11,4,7,11,8,0.251644,0.261928,9983.21878,0.236111,0.005786
418,,112,152,89,241,152,89,241,7,0.29222,0.309516,2844813.003167,0.042517,0.142806
87,,84,229,169,398,229,169,398,7,0.342303,0.367116,9873160.226734,0.049994,0.217964
323,,122,156,88,244,156,88,244,7,0.300126,0.31875,3264186.680153,0.037204,0.116991
21393,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
158,,13,442,9,451,442,9,451,8,0.264622,0.276451,997795.588868,0.031506,0.346723
2382,,3,34,32,66,34,32,66,8,0.288115,0.303099,401800.350786,0.048485,0.024064
21922,,6,3,0,3,3,0,3,0,0,0,0,1,0.006196
19096,,6,3,5,8,3,5,8,8,0.25219,0.262439,6282.590033,0.366667,0.006113
14919,,16,1,3,4,1,3,4,8,0.255906,0.266966,377.741408,0.5,0.005077
22587,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
22707,,20,1,2,3,1,2,3,8,0.251479,0.261622,5612.79128,0,0.005077
2599,,259,11,18,29,11,18,29,8,0.272651,0.285501,102979.037593,0.136667,0.011621
17013,,32,70,41,111,70,41,111,8,0.299044,0.316218,658979.802841,0.110603,0.090716
821,,99,12,15,27,12,15,27,8,0.270995,0.283953,345138.702968,0.054348,0.012212
21265,,71,24,8,32,24,8,32,8,0.261818,0.273829,162470.457944,0.076355,0.022606
2418,,109,16,6,22,16,6,22,8,0.229513,0.236709,162842.364796,0.022876,0.011674
4146,,115,11,0,11,11,0,11,0,0,0,0,0.154545,0.021562
23328,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
23381,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
16892,,6,8,9,17,8,9,17,8,0.25219,0.262538,32641.347288,0.164835,0.00771
23686,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
16678,,6,10,9,19,10,9,19,8,0.252522,0.262926,26103.194054,0.261905,0.007337
24213,,6,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
19809,,6,7,6,13,7,6,13,8,0.252248,0.262512,27763.356177,0.255556,0.0071
22696,,6,4,5,9,4,5,9,8,0.25216,0.262396,1517.478489,0.285714,0.006393
1649,,94,59,9,68,59,9,68,8,0.272083,0.285023,193049.8063,0.146875,0.100764
17953,,6,5,4,9,5,4,9,8,0.252167,0.262392,14565.550599,0.392857,0.006048
23080,,6,4,4,8,4,4,8,8,0.25216,0.262374,16465.65651,0.214286,0.005964
14654,,78,73,40,113,73,40,113,8,0.292693,0.308871,671688.692736,0.084502,0.071338
24836,,6,3,3,6,3,3,6,8,0.25215,0.262334,24858.091214,0.3,0.005513
20029,,6,8,9,17,8,9,17,8,0.2522,0.262573,99553.928031,0.126374,0.007169
20296,,6,5,5,10,5,5,10,8,0.251496,0.261692,11193.131067,0.339286,0.006047
25689,,117,3,2,5,3,2,5,8,0.241604,0.249908,24022.314969,0.15,0.006216
20215,,6,1,3,4,1,3,4,8,0.252146,0.262325,0,0.666667,0.005077
225,,14,592,507,1099,592,507,1099,7,0.373962,0.407184,36925284.259688,0.018248,0.393312
22203,,6,2,5,7,2,5,7,8,0.252167,0.262409,19.302702,0.65,0.005335
25785,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
25927,,6,7,8,15,7,8,15,8,0.251439,0.261718,56968.165382,0.303571,0.006405
16641,,2,2,1,3,2,1,3,8,0.251375,0.261439,0,1,0.005415
26144,,6,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26107,,6,4,4,8,4,4,8,8,0.252156,0.262369,51981.878177,0.3,0.006383
7155,,4,1,1,2,1,1,2,8,0.221261,0.228204,0,0.5,0.005077
26330,,6,1,2,3,1,2,3,9,0.221691,0.228495,0,0.833333,0.005077
25168,,6,1,4,5,1,4,5,8,0.25243,0.262656,12986.5,0.416667,0.005077
1528,,110,127,7,134,127,7,134,8,0.232279,0.239808,408387.109102,0.061715,0.136213
4346,,89,7,31,38,7,31,38,8,0.281599,0.296413,212404.329608,0.064171,0.007152
1067,,74,134,70,204,134,70,204,7,0.31489,0.334015,2982621.775627,0.04478,0.103142
20968,,116,5,2,7,5,2,7,9,0.219415,0.225675,20343.305603,0.309524,0.007134
4360,,56,15,21,36,15,21,36,8,0.275419,0.289084,91131.990713,0.141129,0.013071
19619,,6,4,3,7,4,3,7,8,0.25215,0.262334,13161.372875,0.35,0.006371
16327,,6,4,3,7,4,3,7,8,0.255514,0.266465,224.359081,0.466667,0.006417
27325,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
751,,15,116,110,226,116,110,226,7,0.309333,0.328708,2919280.493464,0.037803,0.118623
6449,,110,28,24,52,28,24,52,8,0.288534,0.303782,268401.157376,0.099734,0.029019
1173,,72,46,27,73,46,27,73,8,0.290448,0.30541,390392.700576,0.106832,0.057437
15337,,76,12,9,21,12,9,21,8,0.280499,0.293176,132911.510709,0.115789,0.023676
28334,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
26598,,6,3,3,6,3,3,6,8,0.25215,0.262334,3560.48508,0.55,0.005692
25899,,6,2,3,5,2,3,5,8,0.25216,0.262356,8735.052751,0.666667,0.005945
11288,,16,198,135,333,198,135,333,7,0.312579,0.335508,4395106.961506,0.039582,0.159269
27858,,6,3,3,6,3,3,6,8,0.252153,0.262343,25974,0.666667,0.006118
23550,,6,3,3,6,3,3,6,8,0.252153,0.262338,43.831324,0.5,0.006118
6609,,74,11,9,20,11,9,20,8,0.278433,0.291467,146727.30749,0.099415,0.012184
24984,,6,6,7,13,6,7,13,8,0.257876,0.268606,13236.648631,0.204545,0.006203
26968,,6,4,4,8,4,4,8,8,0.251483,0.261644,33899.979435,0.357143,0.005868
30071,,6,7,0,7,7,0,7,0,0,0,0,0.309524,0.00886
30082,,6,2,0,2,2,0,2,0,0,0,0,1,0.005945
395,,30,282,16,298,282,16,298,7,0.30416,0.320303,2089939.583591,0.052444,0.290801
14165,,116,31,17,48,31,17,48,8,0.2806,0.294184,288729.576644,0.141536,0.051443
30420,,6,2,0,2,2,0,2,0,0,0,0,1,0.005332
3142,,110,40,92,132,40,92,132,7,0.308886,0.329732,704465.649905,0.093762,0.038874
30604,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
145,,118,166,328,494,166,328,494,7,0.356844,0.385308,7663225.730216,0.045497,0.182253
7,,20,178,88,266,178,88,266,7,0.299896,0.318872,4520059.983963,0.022354,0.11016
16183,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
21004,,6,6,5,11,6,5,11,8,0.252386,0.26267,54966.662465,0.25,0.006719
11296,,16,33,13,46,33,13,46,8,0.259805,0.271852,273695.198072,0.074332,0.039322
120,,68,121,41,162,121,41,162,8,0.29506,0.311871,753186.144676,0.085979,0.149665
30894,,6,2,2,4,2,2,4,8,0.251456,0.261542,1.4584,0.666667,0.005328
26629,,6,1,6,7,1,6,7,8,0.25217,0.262436,22877.734332,0.333333,0.005077
27241,,6,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26027,,71,1,2,3,1,2,3,8,0.253395,0.263931,0,1,0.005077
32862,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
26867,,16,15,13,28,15,13,28,8,0.251937,0.262893,166847.628879,0.112648,0.015821
16470,,6,3,4,7,3,4,7,8,0.251426,0.261589,4959.055742,0.5,0.008367
25647,,6,1,2,3,1,2,3,8,0.251389,0.261488,14484.922772,0.5,0.005077
2549,,16,36,37,73,36,37,73,8,0.276938,0.292712,482280.226346,0.070673,0.035753
25804,,6,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
13244,,123,7,9,16,7,9,16,8,0.266518,0.279232,37504.304661,0.269231,0.010755
27257,,123,3,1,4,3,1,4,8,0.251375,0.261439,0,0.666667,0.006195
24833,,6,24,6,30,24,6,30,8,0.252617,0.262913,60100.635148,0.093846,0.009669
33887,,6,2,0,2,2,0,2,0,0,0,0,1,0.005945
33401,,6,3,2,5,3,2,5,8,0.251379,0.261466,463.841258,0.25,0.005428
32833,,6,3,1,4,3,1,4,8,0.251375,0.261439,0,1,0.006196
21269,,38,3,1,4,3,1,4,9,0.21976,0.22636,1394.853528,0.333333,0.010785
7259,,3,55,30,85,55,30,85,7,0.29345,0.309064,472372.101001,0.124685,0.065111
34511,,6,1,0,1,1,0,1,0,0,0,0,0,0.005077
408,,74,88,55,143,88,55,143,7,0.293702,0.312025,1490091.11043,0.05668,0.059761
25742,,6,2,3,5,2,3,5,8,0.251392,0.261519,25978.436045,0.5,0.005367
20573,,6,2,4,6,2,4,6,8,0.25476,0.265275,2907.992908,0.2,0.005407
34871,,6,2,0,2,2,0,2,0,0,0,0,1,0.00531
752,,84,23,0,23,23,0,23,0,0,0,0,0.106719,0.035401
34917,,28,111,75,186,111,75,186,7,0.301221,0.319055,2285759.94524,0.018486,0.062472
26400,,6,2,2,4,2,2,4,8,0.251382,0.261475,12986.5,0.5,0.005255
15670,,6,7,7,14,7,7,14,8,0.256979,0.268388,2888.92778,0.340909,0.011367
18386,,6,1,0,1,1,0,1,0,0,0,0,0,0.000251
19052,,6,1,0,1,1,0,1,0,0,0,0,0,0.000251
2,,38,2,19,21,2,19,21,8,0.28117,0.294744,10395.821989,0.147619,0.002046
475,,91,34,44,78,34,44,78,8,0.287437,0.303091,306289.240246,0.064588,0.018989
23,,59,276,116,392,276,116,392,7,0.328116,0.349785,3338250.252091,0.051182,0.214415
36,,17,953,4,957,953,4,957,8,0.25009,0.258688,2615131.036263,0.014685,0.580925
7180,,18,595,29,624,595,29,624,8,0.227772,0.236403,6032646.891384,0.002161,0.133762
2910,,38,27,2,29,27,2,29,8,0.25851,0.269748,31331.841171,0.167488,0.048259
10607,,38,3,0,3,3,0,3,0,0,0,0,0.166667,0.002603
380,,18,162,62,224,162,62,224,8,0.297226,0.314779,1760036.478326,0.052907,0.137015
770,,48,41,20,61,41,20,61,7,0.301815,0.317756,330414.003333,0.073064,0.05423
1516,,21,14,2,16,14,2,16,10,0.173055,0.176243,1055.802701,0.029167,0.009621
11951,,38,3,0,3,3,0,3,0,0,0,0,0,0.001344
288,,30,148,16,164,148,16,164,8,0.296739,0.312603,554296.138448,0.073248,0.159034
485,,109,77,143,220,77,143,220,7,0.324368,0.345949,2098934.994496,0.046563,0.057745
1275,,94,140,62,202,140,62,202,8,0.294308,0.312722,2031498.162592,0.052556,0.145483
596,,18,44,36,80,44,36,80,8,0.287833,0.303834,504157.090516,0.125961,0.053838
9110,,38,2,0,2,2,0,2,0,0,0,0,0,0.000456
201,,19,4,1,5,4,1,5,9,0.21495,0.221357,332.09936,0.2,0.00441
219,,19,5,4,9,5,4,9,8,0.230988,0.239351,1527.896521,0.178571,0.004523
220,,19,2,1,3,2,1,3,8,0.228929,0.236634,18826,0,0.003168
221,,19,1,3,4,1,3,4,8,0.230175,0.238335,102.105408,0.333333,0.003
268,,19,2,9,11,2,9,11,8,0.246079,0.256001,31607.48259,0.233333,0.003231
652,,19,1,0,1,1,0,1,0,0,0,0,0,0.003
851,,19,76,36,112,76,36,112,8,0.267445,0.280909,1210445.560805,0.024325,0.04446
2500,,19,10,13,23,10,13,23,8,0.237927,0.247436,285945.206759,0.038012,0.006206
2596,,19,9,1,10,9,1,10,9,0.22397,0.230989,1124.573753,0.277778,0.006085
1104,,19,7,4,11,7,4,11,8,0.233183,0.241355,19259.965858,0.277778,0.005274
2060,,19,6,16,22,6,16,22,8,0.274916,0.287501,75617.254491,0.131579,0.004248
715,,108,8,10,18,8,10,18,8,0.258149,0.269765,38162.252249,0.136029,0.008775
5140,,19,7,0,7,7,0,7,0,0,0,0,0.261905,0.005731
387,,19,27,4,31,27,4,31,8,0.23115,0.239421,40001.611614,0.116809,0.009513
5783,,19,10,6,16,10,6,16,8,0.244786,0.254009,6406.526338,0.095238,0.011915
6146,,19,1,0,1,1,0,1,0,0,0,0,0,0.003
6394,,19,3,7,10,3,7,10,8,0.24197,0.250238,4071.35041,0.444444,0.003661
6925,,19,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
6926,,19,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
2539,,110,3,1,4,3,1,4,8,0.228929,0.236634,0,0.833333,0.008996
6927,,19,2,1,3,2,1,3,8,0.228929,0.236634,1141.457295,0,0.003178
1628,,19,30,22,52,30,22,52,8,0.286737,0.300709,192646.94186,0.106272,0.015996
7019,,19,1,2,3,1,2,3,8,0.230172,0.238308,102.105408,0,0.003
1150,,19,13,4,17,13,4,17,8,0.228943,0.236731,53291.799413,0.195238,0.00748
5817,,19,1,3,4,1,3,4,8,0.232039,0.239788,0,0.833333,0.003
7245,,19,1,0,1,1,0,1,0,0,0,0,0,0.003
7444,,19,1,2,3,1,2,3,8,0.228932,0.23666,0,1,0.003
2637,,91,28,13,41,28,13,41,8,0.26981,0.282866,262597.635,0.111538,0.033699
121,,102,395,1,396,395,1,396,8,0.248246,0.257455,1285110.757562,0.02806,0.299122
6853,,18,3,1,4,3,1,4,9,0.187753,0.192034,55.384399,0.5,0.004404
3344,,19,8,4,12,8,4,12,8,0.231329,0.239635,1820.536336,0.218182,0.006394
4494,,19,8,8,16,8,8,16,8,0.265274,0.277119,86951.36213,0.181319,0.004724
2483,,19,1,5,6,1,5,6,8,0.230784,0.239128,26076.105408,0.4,0.003
2133,,19,34,20,54,34,20,54,7,0.298522,0.313816,315897.860805,0.080303,0.018559
216,,19,29,24,53,29,24,53,8,0.266635,0.279769,295182.720128,0.098551,0.042072
1401,,25,25,23,48,25,23,48,7,0.299844,0.316383,617697.701915,0.063063,0.009854
6735,,19,2,3,5,2,3,5,8,0.2297,0.237622,29.350909,0.416667,0.003168
197,,19,23,15,38,23,15,38,8,0.269262,0.281573,67598.810323,0.135484,0.009068
6056,,19,9,5,14,9,5,14,8,0.229711,0.237692,93362.931311,0.133333,0.005436
1784,,64,255,109,364,255,109,364,8,0.308098,0.327799,3405940.805265,0.048461,0.197703
5012,,19,20,13,33,20,13,33,8,0.248099,0.257959,77210.476908,0.150769,0.013064
12826,,19,54,1,55,54,1,55,9,0.202007,0.206974,155560.310392,0.055219,0.017736
13137,,26,3,0,3,3,0,3,0,0,0,0,0.166667,0.003642
2607,,19,5,8,13,5,8,13,8,0.241923,0.250808,20323.310313,0.145455,0.00533
13668,,19,1,0,1,1,0,1,0,0,0,0,0,0.003
