Id,Label,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,eigencentrality
1173,,14,46,27,73,46,27,73,8,0.290448,0.30541,390392.700576,0.106832,0.057437
15337,,6,12,9,21,12,9,21,8,0.280499,0.293176,132911.510709,0.115789,0.023676
28334,,0,1,0,1,1,0,1,0,0,0,0,0,0.005077
26598,,0,3,3,6,3,3,6,8,0.25215,0.262334,3560.48508,0.55,0.005692
25899,,0,2,3,5,2,3,5,8,0.25216,0.262356,8735.052751,0.666667,0.005945
11288,,14,198,135,333,198,135,333,7,0.312579,0.335508,4395106.961506,0.039582,0.159269
27858,,0,3,3,6,3,3,6,8,0.252153,0.262343,25974,0.666667,0.006118
23550,,0,3,3,6,3,3,6,8,0.252153,0.262338,43.831324,0.5,0.006118
6609,,15,11,9,20,11,9,20,8,0.278433,0.291467,146727.30749,0.099415,0.012184
24984,,0,6,7,13,6,7,13,8,0.257876,0.268606,13236.648631,0.204545,0.006203
26968,,0,4,4,8,4,4,8,8,0.251483,0.261644,33899.979435,0.357143,0.005868
30071,,0,7,0,7,7,0,7,0,0,0,0,0.309524,0.00886
30082,,0,2,0,2,2,0,2,0,0,0,0,1,0.005945
395,,65,282,16,298,282,16,298,7,0.30416,0.320303,2089939.583591,0.052444,0.290801
14165,,14,31,17,48,31,17,48,8,0.2806,0.294184,288729.576644,0.141536,0.051443
30420,,0,2,0,2,2,0,2,0,0,0,0,1,0.005332
3142,,23,40,92,132,40,92,132,7,0.308886,0.329732,704465.649905,0.093762,0.038874
30604,,0,1,0,1,1,0,1,0,0,0,0,0,0.005077
145,,52,166,328,494,166,328,494,7,0.356844,0.385308,7663225.730216,0.045497,0.182253
7,,4,178,88,266,178,88,266,7,0.299896,0.318872,4520059.983963,0.022354,0.11016
16183,,0,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
21004,,0,6,5,11,6,5,11,8,0.252386,0.26267,54966.662465,0.25,0.006719
11296,,14,33,13,46,33,13,46,8,0.259805,0.271852,273695.198072,0.074332,0.039322
120,,13,121,41,162,121,41,162,8,0.29506,0.311871,753186.144676,0.085979,0.149665
30894,,0,2,2,4,2,2,4,8,0.251456,0.261542,1.4584,0.666667,0.005328
26629,,0,1,6,7,1,6,7,8,0.25217,0.262436,22877.734332,0.333333,0.005077
27241,,0,1,2,3,1,2,3,8,0.252143,0.262299,0,1,0.005077
26027,,0,1,2,3,1,2,3,8,0.253395,0.263931,0,1,0.005077
32862,,0,1,0,1,1,0,1,0,0,0,0,0,0.005077
26867,,14,15,13,28,15,13,28,8,0.251937,0.262893,166847.628879,0.112648,0.015821
16470,,0,3,4,7,3,4,7,8,0.251426,0.261589,4959.055742,0.5,0.008367
25647,,0,1,2,3,1,2,3,8,0.251389,0.261488,14484.922772,0.5,0.005077
2549,,6,36,37,73,36,37,73,8,0.276938,0.292712,482280.226346,0.070673,0.035753
25804,,0,1,1,2,1,1,2,8,0.251375,0.261439,0,0,0.005077
13244,,6,7,9,16,7,9,16,8,0.266518,0.279232,37504.304661,0.269231,0.010755
27257,,6,3,1,4,3,1,4,8,0.251375,0.261439,0,0.666667,0.006195
24833,,0,24,6,30,24,6,30,8,0.252617,0.262913,60100.635148,0.093846,0.009669
33887,,0,2,0,2,2,0,2,0,0,0,0,1,0.005945
33401,,0,3,2,5,3,2,5,8,0.251379,0.261466,463.841258,0.25,0.005428
32833,,0,3,1,4,3,1,4,8,0.251375,0.261439,0,1,0.006196
21269,,1,3,1,4,3,1,4,9,0.21976,0.22636,1394.853528,0.333333,0.010785
7259,,6,55,30,85,55,30,85,7,0.29345,0.309064,472372.101001,0.124685,0.065111
34511,,0,1,0,1,1,0,1,0,0,0,0,0,0.005077
408,,15,88,55,143,88,55,143,7,0.293702,0.312025,1490091.11043,0.05668,0.059761
25742,,0,2,3,5,2,3,5,8,0.251392,0.261519,25978.436045,0.5,0.005367
20573,,0,2,4,6,2,4,6,8,0.25476,0.265275,2907.992908,0.2,0.005407
34871,,0,2,0,2,2,0,2,0,0,0,0,1,0.00531
752,,26,23,0,23,23,0,23,0,0,0,0,0.106719,0.035401
34917,,2,111,75,186,111,75,186,7,0.301221,0.319055,2285759.94524,0.018486,0.062472
26400,,0,2,2,4,2,2,4,8,0.251382,0.261475,12986.5,0.5,0.005255
15670,,0,7,7,14,7,7,14,8,0.256979,0.268388,2888.92778,0.340909,0.011367
18386,,0,1,0,1,1,0,1,0,0,0,0,0,0.000251
19052,,0,1,0,1,1,0,1,0,0,0,0,0,0.000251
2,,24,2,19,21,2,19,21,8,0.28117,0.294744,10395.821989,0.147619,0.002046
475,,23,34,44,78,34,44,78,8,0.287437,0.303091,306289.240246,0.064588,0.018989
23,,13,276,116,392,276,116,392,7,0.328116,0.349785,3338250.252091,0.051182,0.214415
36,,41,953,4,957,953,4,957,8,0.25009,0.258688,2615131.036263,0.014685,0.580925
7180,,34,595,29,624,595,29,624,8,0.227772,0.236403,6032646.891384,0.002161,0.133762
2910,,24,27,2,29,27,2,29,8,0.25851,0.269748,31331.841171,0.167488,0.048259
10607,,24,3,0,3,3,0,3,0,0,0,0,0.166667,0.002603
380,,34,162,62,224,162,62,224,8,0.297226,0.314779,1760036.478326,0.052907,0.137015
770,,11,41,20,61,41,20,61,7,0.301815,0.317756,330414.003333,0.073064,0.05423
1516,,24,14,2,16,14,2,16,10,0.173055,0.176243,1055.802701,0.029167,0.009621
11951,,24,3,0,3,3,0,3,0,0,0,0,0,0.001344
288,,50,148,16,164,148,16,164,8,0.296739,0.312603,554296.138448,0.073248,0.159034
485,,23,77,143,220,77,143,220,7,0.324368,0.345949,2098934.994496,0.046563,0.057745
1275,,20,140,62,202,140,62,202,8,0.294308,0.312722,2031498.162592,0.052556,0.145483
596,,23,44,36,80,44,36,80,8,0.287833,0.303834,504157.090516,0.125961,0.053838
9110,,24,2,0,2,2,0,2,0,0,0,0,0,0.000456
201,,3,4,1,5,4,1,5,9,0.21495,0.221357,332.09936,0.2,0.00441
219,,3,5,4,9,5,4,9,8,0.230988,0.239351,1527.896521,0.178571,0.004523
220,,3,2,1,3,2,1,3,8,0.228929,0.236634,18826,0,0.003168
221,,3,1,3,4,1,3,4,8,0.230175,0.238335,102.105408,0.333333,0.003
268,,3,2,9,11,2,9,11,8,0.246079,0.256001,31607.48259,0.233333,0.003231
652,,3,1,0,1,1,0,1,0,0,0,0,0,0.003
851,,3,76,36,112,76,36,112,8,0.267445,0.280909,1210445.560805,0.024325,0.04446
2500,,3,10,13,23,10,13,23,8,0.237927,0.247436,285945.206759,0.038012,0.006206
2596,,3,9,1,10,9,1,10,9,0.22397,0.230989,1124.573753,0.277778,0.006085
1104,,3,7,4,11,7,4,11,8,0.233183,0.241355,19259.965858,0.277778,0.005274
2060,,3,6,16,22,6,16,22,8,0.274916,0.287501,75617.254491,0.131579,0.004248
715,,14,8,10,18,8,10,18,8,0.258149,0.269765,38162.252249,0.136029,0.008775
5140,,3,7,0,7,7,0,7,0,0,0,0,0.261905,0.005731
387,,3,27,4,31,27,4,31,8,0.23115,0.239421,40001.611614,0.116809,0.009513
5783,,3,10,6,16,10,6,16,8,0.244786,0.254009,6406.526338,0.095238,0.011915
6146,,3,1,0,1,1,0,1,0,0,0,0,0,0.003
6394,,3,3,7,10,3,7,10,8,0.24197,0.250238,4071.35041,0.444444,0.003661
6925,,3,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
6926,,3,1,1,2,1,1,2,9,0.21495,0.221357,102.105408,0,0.003
2539,,24,3,1,4,3,1,4,8,0.228929,0.236634,0,0.833333,0.008996
6927,,3,2,1,3,2,1,3,8,0.228929,0.236634,1141.457295,0,0.003178
1628,,3,30,22,52,30,22,52,8,0.286737,0.300709,192646.94186,0.106272,0.015996
7019,,3,1,2,3,1,2,3,8,0.230172,0.238308,102.105408,0,0.003
1150,,3,13,4,17,13,4,17,8,0.228943,0.236731,53291.799413,0.195238,0.00748
5817,,3,1,3,4,1,3,4,8,0.232039,0.239788,0,0.833333,0.003
7245,,3,1,0,1,1,0,1,0,0,0,0,0,0.003
7444,,3,1,2,3,1,2,3,8,0.228932,0.23666,0,1,0.003
2637,,23,28,13,41,28,13,41,8,0.26981,0.282866,262597.635,0.111538,0.033699
121,,31,395,1,396,395,1,396,8,0.248246,0.257455,1285110.757562,0.02806,0.299122
6853,,3,3,1,4,3,1,4,9,0.187753,0.192034,55.384399,0.5,0.004404
3344,,3,8,4,12,8,4,12,8,0.231329,0.239635,1820.536336,0.218182,0.006394
4494,,3,8,8,16,8,8,16,8,0.265274,0.277119,86951.36213,0.181319,0.004724
2483,,3,1,5,6,1,5,6,8,0.230784,0.239128,26076.105408,0.4,0.003
2133,,3,34,20,54,34,20,54,7,0.298522,0.313816,315897.860805,0.080303,0.018559
216,,3,29,24,53,29,24,53,8,0.266635,0.279769,295182.720128,0.098551,0.042072
1401,,4,25,23,48,25,23,48,7,0.299844,0.316383,617697.701915,0.063063,0.009854
6735,,3,2,3,5,2,3,5,8,0.2297,0.237622,29.350909,0.416667,0.003168
197,,3,23,15,38,23,15,38,8,0.269262,0.281573,67598.810323,0.135484,0.009068
6056,,3,9,5,14,9,5,14,8,0.229711,0.237692,93362.931311,0.133333,0.005436
1784,,23,255,109,364,255,109,364,8,0.308098,0.327799,3405940.805265,0.048461,0.197703
5012,,3,20,13,33,20,13,33,8,0.248099,0.257959,77210.476908,0.150769,0.013064
12826,,3,54,1,55,54,1,55,9,0.202007,0.206974,155560.310392,0.055219,0.017736
13137,,4,3,0,3,3,0,3,0,0,0,0,0.166667,0.003642
2607,,3,5,8,13,5,8,13,8,0.241923,0.250808,20323.310313,0.145455,0.00533
13668,,3,1,0,1,1,0,1,0,0,0,0,0,0.003
